character_id,canonical_name,japanese_name,romanized_name,official_english_name,origin,residence,debut_episodes_id,debut_manga_id,affiliations,status,age_at_death,height_cm,blood_type,devil_fruit,devil_fruit_type,birthday,liveaction_portrayal,name_meaning
175,Tony Tony Chopper,Hito Hito no Mi,Tonī Tonī Choppā,Tony Tony Chopper,Grand Line (Drum Island),"Sakura Kingdom (former);Torino Kingdom (former, temporary)",81.0,134.0,"Straw Hat Pirates;Straw Hat Grand Fleet;Foxy Pirates (former, temporary);Ninja-Pirate-Mink-Samurai Alliance (disbanded)",Alive,,90.0,X,Human-Human Fruit,Zoan,December 24th,,Human
176,Tomato Gang,トマトギャング,Tomato Gyangu,Tomato Gang,,,,179.0,Easter Egg,Alive,,,,,,,,
177,Tom,トム,Tomu,Tom,Grand Line (Ryugu Kingdom; Fish-Man Island),Water 7; Fish-Man Island (former),248.0,352.0,Tom's Workers,Deceased,67.0,296.0,F,,,March 16th,,
178,Toko,トコ,Toko,Toko,,,920.0,927.0,"Kozuki Hiyori, Shimotsuki Family",Alive,,89.0,F,,,October 5th,,
179,Tokikake,トキカケ,Tokikake,Tokikake,,,887.0,907.0,Marines,Alive,,,,,,,,
180,Togare,トガレ,Togare,Togare,Grand Line (Ryugu Kingdom; Fish-Man Island),Coral Hill,548.0,628.0,Neutral civilian,Alive,,,,,,,,
181,Tokijiro,時ジロー,Tokijirō,Tokijiro,,Wano Country (Flower Capital),922.0,929.0,,Alive,,,,,,,,
182,Tilestone,タイルストン,Tairusuton,Tilestone,Grand Line (Water 7),Water 7,230.0,323.0,Galley-La Company,Alive,,255.0,S,,,January 6th,,
183,Bonney Pirates,ボニー海賊団,Bonī Kaizokudan,Bonney Pirates,,,,,,,,,,,,,,
184,Thatch,サッチ,Satchi,Thatch,North Blue,,325.0,440.0,Whitebeard Pirates,Deceased,,,,,,March 24th,,
185,Tetsu,テツ,Tetsu,,,Flower Capital (Wano Country) (former),947.0,948.0,Ninja-Pirate-Mink-Samurai Alliance,Alive,,,,,,,,
186,Thalassa Lucas,タラッサ・ルーカス,Tarassa Rūkasu,Thalassa Lucas,,,91.0,142.0,Ilisia Kingdom,Unknown,,,,,,July 27th,,
187,Tibany,ティバニー,Tibanī,TibbanyElizabeth (Anime),,,419.0,543.0,Kamabakka Kingdom,Alive,,,,,,June 19th,,
188,Tera,テラ,Tera,Tera,,,,,,Deceased,,,,,,,,
189,Terry Gilteo,テリー・ギルテオ,Terī Giruteo,Terry Gilteo,,,324.0,440.0,Revolutionary Army,Alive,,,,,,,,
190,Tenjo-Sagari,天井下り,Tenjō-Sagari,Tenjo-Sagari,,,986.0,980.0,Beasts Pirates,Alive,,,,White Snake SMILE,Artificial Zoan,,,
191,Terry,テリー,Terī,Terry,,Mock Town,146.0,223.0,,Alive,,,,,,,,
192,Tensei,テンセイ,Tensei,Tensei,,,1081.0,1054.0,Marines,Alive,,,,,,,,
193,Terracotta,テラコッタ,Terakotta,Terracotta,,,128.0,213.0,Arabasta Kingdom,Alive,,,,,,September 25th,,
194,Needa Hand,テガタ・リンガナ,Tegata Ringana,Needa Hand,,,727.0,785.0,,Alive,,,,,,,,
195,Tī Yonsei,ティー4世,Tī Yonsei,,,Eigis Kingdom,777.0,823.0,Levely,Alive,,,,,,,,
196,Tēto,テート,Tēto,,,,151.0,234.0,Whitebeard Pirates,Alive,,,,,,,,
197,Taroimo,タロイモ,Taroimo,Taroimo,,,418.0,523.0,Karakuri Island,Alive,,,,,,October 16th,,
198,Taro,タロウ,Tarō,Taro,,,,0.0,Roger Pirates,Unknown,,,,,,,,
199,Taralan,タララン,Tararan,"Taralan (Viz Manga), Tararan (Funimation dub)",,Thriller Bark,346.0,452.0,Thriller Bark Pirates,Deceased,,,,,,,,
200,Tashigi,たしぎ,Tashigi,Tashigi,East Blue,Loguetown (former),48.0,96.0,Marines; G-5 Unit 01; Loguetown Marine Base (former),Alive,,170.0,S,,,October 6th,,
201,Tank Lepant,タンク・レパント,Tanku Repanto,Tank Lepant (FUNimation),,,636.0,706.0,Riku Family,Alive,,,,,,November 28th,,
202,Tamagon,タマゴン,Tamagon,Tamagon,,Water 7,231.0,325.0,Franky Family; Galley-La Company,Alive,,,,,,,,
203,Tell,テル,Teru,Tell,East Blue (Conomi Islands),Cocoyasi Village,,,,Alive,,,,,,,,
204,Tarara,タララ,Tarara,,,Green Bit,,713.0,Tontatta Tribe,Alive,,,,,,,,
205,Tamachibi,タマチビ,Tamachibi,"Tamachibi (Funimation),Tama (Viz)",Grand Line (Drum Island),"Cocoa Weed, Drum Island",81.0,134.0,Stool Restaurant,Alive,,,,,,June 17th,,
206,Tamago,Tama Tama no Mi,Tamago,Tamago,Grand Line,Whole Cake Island,570.0,651.0,Big Mom Pirates,Alive,,301.0,XF,Egg-Egg Fruit,Zoan,May 14th,,Egg
207,Tansui,タンスイ,Tansui,Tansui,Grand Line (Ryugu Kingdom; Fish-Man Island),Ryugu Kingdom (former),386.0,197.0,Macro Pirates; Sun Pirates (former),Alive,,,,,,,,
208,Tamanegi,たまねぎ,Tamanegi,OnionTamanegi (Odex),East Blue (Gecko Islands),Syrup Village,9.0,23.0,Usopp Pirates (disbanded),Alive,,124.0,S,,,April 10th,,
209,Tama,タマ,Tama,Tama,,Sphinx,890.0,909.0,Oide,Alive,,,,,,,,
210,Take,タケ,Take,Take,"Grand Line (Ryugu Kingdom, Fish-Man Island)","Fish-Man District (former), Arlong Park (former)",33.0,75.0,Arlong Pirates,Alive,,,,,,August 21st,,
211,Takao,高尾,Takao,,,Wano Country (Flower Capital),921.0,927.0,Komurasaki,Alive,,,,,,,,
212,Taco,タコス,Takosu,Taco,,Shishano Kingdom,882.0,905.0,,Alive,,,,,,December 9th,,
213,T-Bone,Tボーン,Tī Bōn,T-Bone;T Bone (WT100),Grand Line,,255.0,365.0,Marines,Deceased,,200.0,X,,,September 10th,,
214,Tabuhachirō,たぶ八郎,Tabuhachirō,,,Wano Country,911.0,920.0,Kozuki Family; Ninja-Pirate-Mink-Samurai Alliance,Alive,,,,,,,,
215,Sweetpea,スイトピー,Suitopī,Sweetpea,Calm Belt (Amazon Lily),Amazon Lily,408.0,514.0,Kuja; Kuja Pirates,Alive,,,,,,January 14th,,
216,Surume,スルメ,Surume,Surume,North Blue (North Pole),,524.0,604.0,Straw Hat Pirates; New Fish-Man Pirates (defected),Alive,,,S,,,June 9th,,
217,Sambel,サンベル,Sanberu,Sambel,,,,0.0,Roger Pirates,Unknown,,,,,,,,
218,Loki Clownin,スコシバ・カニシトール,Sukoshiba Kanishitōru,Loki Clownin,,,437.0,536.0,,Alive,,,,,,,,
219,Suke,スケさん,Suke-san,Suke,,Wano Country,919.0,927.0,Kyoshiro Family,Alive,,,,,,,,
220,Suleiman,スレイマン,Sureiman,Suleiman,South Blue,,632.0,704.0,Beautiful Pirates; Underworld (former);Straw Hat Grand Fleet,Alive,,240.0,S,,,January 30th,,
221,Sugar,Hobi Hobi no Mi,Shugā,Sugar,North Blue,Dressrosa (former),608.0,682.0,Donquixote Pirates,Alive,,110.0,XF,Hobby-Hobby Fruit,Paramecia,October 22nd,,Hobby
222,Sugamichi; Warazane,スガミチ; ワラザネ,Sugamichi; Warazane,,,Wano Country (Flower Capital),925.0,931.0,Fujin and Raijin,Alive,,,,,,,,
223,Su,スー,Sū,Su,,,154.0,239.0,Skypiea,Alive,,,,,,September 24th,,
224,Stussy,ステューシー,Sutyūshī,Stussy,Grand Line,,828.0,860.0,CP0 (undercover); Underworld (undercover); MADS,Alive,,179.0,S,,,April 24th,,
225,Stronger,"Uma Uma no Mi, Model: Pegasus",Sutorongā,"Stronger (Funimation, VIZ);Strongheart (Formerly VIZ)",,,146.0,223.0,Blackbeard Pirates,Alive,,,,Horse-Horse Fruit,Mythical Zoan,April 16th,,Horse
226,Sutoroganofu,ストロガノフ,Sutoroganofu,,,Beef Kingdom,886.0,908.0,Levely,Alive,,,,,,,,
227,Streusen,Kuku Kuku no Mi,Shutoroizen,Streusen,Grand Line,Whole Cake Island,827.0,858.0,Big Mom Pirates; Rocks Pirates (former),Alive,,140.0,S,Cook-Cook Fruit,Paramecia,April 27th,,Cook
228,Strawberry,ストロベリー,Sutoroberī,Strawberry,,,302.0,420.0,Marines,Alive,,,,,,January 5th,,
229,Staybe,ステイビー,Suteibī,Staybe,,,251.0,361.0,Water 7,Alive,,,,,,,,
230,Sterry,ステリー,Suterī,StellySterry (WT100),East Blue (Dawn Island),Goa Kingdom,500.0,586.0,Goa Kingdom,Alive,,180.0,S,,,March 12th,,
231,Stephen,ステファン,Sutefan,Stephen,,,,,Whitebeard Pirates,Alive,,,,,,,,
232,Stalker,ストーカー,Sutōkā,Stalker,Grand Line,,421.0,524.0,Marines G-1 Branch,Alive,,,,,,September 28th,,
233,Stansen,スタンセン,Sutansen,Stansen,Grand Line,Elbaf,394.0,500.0,New Giant Warrior Pirates; Straw Hat Grand Fleet; Buggy's Delivery (former),Alive,,,,,,May 27th,,
234,Squard,スクアード,Sukuādo,Squard,Grand Line,,460.0,551.0,Maelstrom Spider Pirates; Whitebeard Pirates,Alive,,228.0,F,,,September 6th,,
235,Spoil,スポイル,Supoiru,Spoil,,,343.0,448.0,Thriller Bark Victim's Association,Alive,,,,,,September 15th,,
236,Splash and Splatter,スプラッシュとスプラッタ,Supurasshu to Supuratta,Splash and SplattaSplash and Splatter (WT100),,,529.0,610.0,,Alive,,,S (RH-),,,January 18th,,
237,Stealth Black,ステルス・ブラック,Suterusu Burakku,Stealth Black,,,925.0,931.0,Germa 66 (fictional),Alive,,,,,,,,
238,Stainless,ステンレス,Sutenresu,Stainless,,,151.0,96.0,Marines,Unknown,,,,,,,,
239,Sphinx,スフィンクス,Sufinkusu,Sphinx,,,430.0,529.0,"World Government, Impel Down",Alive,,,,,,,,
240,Spencer,スペンサー,Supensā,Spencer,,,959.0,966.0,Roger Pirates,Unknown,,,,,,,,
241,Speed,スピード,Supīdo,Speed,Wano Country,,904.0,917.0,Beasts Pirates (former); Tama,Alive,,298.0,X,Horse SMILE,Artificial Zoan,December 11th,,
242,Spector,スペクトル,Supekutoru,Spector,,Mock Town,146.0,223.0,,Alive,,,,,,,,
243,Kokoa Wīdo,ココアウィード,Kokoa Wīdo,,,,,,,,,,,Cocoa Weed,,,,
244,Spandine,スパンダイン,Supandain,Spandine,Grand Line,,275.0,392.0,CP9 (former),Alive,,275.0,XF,,,January 19th,,
245,Speed Jil,スピード・ジル,Supīdo Jiru,Speed Jil,East Blue,,461.0,553.0,Whitebeard Pirates,Alive,,,,,,April 6th,,
246,Spandam,スパンダム,Supandamu,Spandam,Grand Line,,249.0,355.0,CP0; CP9 (former); CP5 (former),Alive,,192.0,XF,,,March 11th,,
247,Spacey,スペーシー中尉,Supēshī Chūi,Spacey,,,,433.0,Automata,Alive,,,,,,March 21st,,
248,Solo,ソーロ,Sōro,Solo,East Blue,Shells Town,2.0,3.0,Helmeppo,Deceased,,,,,,November 11th,,
249,Spartan,スパルタン,Suparutan,Spartan,,,633.0,703.0,Corrida Colosseum,Alive,,,,,,,,
250,Sora,ソラ,Sora,Sora,,,783.0,825.0,,Alive,,,,,,,,
251,Sola,ソラ,Sora,Sola,Grand Line (Ryugu Kingdom; Fish-Man Island),Mermaid Cove (Coral Hill),527.0,608.0,Mermaid Cafe,Alive,,,,,,,,
252,Sonie,ソニエ,Sonie,Sonie,,,,318.0,Foxy Pirates,Alive,,,,,,,,
253,Osome,お染,O-Some,Osome,,,1057.0,1031.0,,Alive,,,,,,,,
254,Sodomu,ソドム,Sodomu,"Sodomu (VIZ),Sodom  (FUNimation)",,Water 7,256.0,366.0,Franky Family,Alive,,,,,,August 6th,,
255,Solitaire,ソリティア,Soritia,Solitaire,,,930.0,935.0,Beasts Pirates,Alive,,,,Monkey SMILE,Artificial Zoan,,,
256,Snakeman,スネークマン,Sunēkuman,Snakeman,,,904.0,916.0,Beasts Pirates,Alive,,,,Snake SMILE,Artificial Zoan,,,
257,Smoothy,スムージ,Sumūji,Smoothy (Viz);Smoothie (Funimation),,,592.0,668.0,Caesar Clown,Alive,,,,,,,,
258,Smoker,Moku Moku no Mi,Sumōkā,"Smoker (VIZ, Funimation),Chaser (4Kids)",Grand Line,Loguetown (former),48.0,97.0,Marines; G-5; Loguetown Marine Base (former),Alive,,209.0,XF,Smoke-Smoke Fruit,Logia,March 14th,Matthew Leck (young),Sound of billowing smoke
259,Smiley,"Sara Sara no Mi, Model: Axolotl",Sumairī,Smiley,,,594.0,668.0,Caesar Clown,Deceased,4.0,,,Sala-Sala Fruit,Zoan,July 18th,,Salamander
260,Surīpī,スリーピー,Surīpī,,,,,,Ally of the Whitebeard Pirates,Alive,,,,,,,,
261,Skull,スカル,Sukaru,Skull,,,461.0,552.0,"Spade Pirates, Whitebeard Pirates",Alive,,,,,,,,
262,Synd,シンド,Shindo,Synd,,,582.0,657.0,,Alive,,,,,,,,
263,Rocks Pirates,ロックス海賊団,Rokkusu Kaizokudan,Rocks Pirates,,,,,,Dissolved,,,,,,,,
264,Silvers Rayleigh,シルバーズ・レイリー,Shirubāzu Reirī,Silvers Rayleigh,,Sabaody Archipelago,8.0,19.0,Roger Pirates (former),Alive,,188.0,XF,,,May 13th,,
265,Sicily,シシリー,Shishirī,Sicily,South Blue,,,504.0,Marines,Alive,,,,,,June 5th,,
266,Shyarly,シャーリー,Shārī,SharleyShirley (WT100),Grand Line (Ryugu Kingdom; Fish-Man Island),Mermaid Cove (Coral Hill)Fish-Man District (former),529.0,610.0,Mermaid Cafe,Alive,,520.0,XF,,,September 9th,,
267,Shura,シュラ,Shura,Shura,Sky Islands (Birka),,155.0,241.0,God's Army,Unknown,,191.0,S,,,September 20th,,
268,Shu,Sabi Sabi no Mi,Shū,Shu,,,309.0,426.0,Marines,Alive,,,,Rust-Rust Fruit,Paramecia,,,Rust
269,Shojoe,ショウジョウ,Shōjō,Shojoe (4Kids);Shoujou (Viz);Shojo (Funimation),South Blue,Jaya,147.0,226.0,Saruyama Alliance (Shoujou Pirates),Alive,,351.0,X,,,May 8th,,
270,Shishilian,シシリアン,Shishirian,Shishilian,Grand Line (Mokomo Dukedom),"Kurau City, Zou",758.0,808.0,Mokomo Dukedom; Inuarashi Musketeer Squad; Ninja-Pirate-Mink-Samurai Alliance,Alive,,196.0,XF,,,April 4th,,
271,Shiryu,Suke Suke no Mi,Shiryū,ShiryuShiliew (WT100),Grand Line,,440.0,538.0,Blackbeard Pirates; Impel Down (former),Alive,,340.0,X,Clear-Clear Fruit,Paramecia,June 11th,,See-through; Sheer
272,Shirahoshi,しらほし,Shirahoshi,Shirahoshi,Grand Line (Ryugu Kingdom; Fish-Man Island),Ryugu Palace,531.0,612.0,Neptune Family; Ryugu Kingdom,Alive,,1187.0,X,,,April 4th,,
273,Saltgrill,シオヤキ,Shioyaki,Saltgrill,"Grand Line (Ryugu Kingdom, Fish-Man Island)","Fish-Man District (former), Arlong Park (former)",33.0,75.0,Arlong Pirates,Alive,,,,,,March 27th,,
274,Shion,シオン,Shion,Shion,,Amazon Lily,409.0,515.0,Kuja,Alive,,,,,,,,
275,Shinobu,Juku Juku no Mi,Shinobu,Shinobu,Grand Line (Wano Country),"Kuri, Wano Country",911.0,921.0,Kozuki Family,Alive,,180.0,F,Ripe-Ripe Enticement Jutsu,Paramecia,October 23rd,,Mature
276,Shinosuke,忍助,Shinosuke,Shinosuke,,Wano Country,956.0,955.0,Kozuki Family,Alive,,,,,,,,
277,Shine,シャイン,Shain,Shine,,,128.0,214.0,Marines,Alive,,,,,,,,
278,Stella Live,シン・デタマルカ,Shin Detamaruka,Stella Live,,,727.0,785.0,,Alive,,,,,,,,
279,Staya Live,シン・ジャイヤ,Shin Jaiya,Staya Live,,,727.0,785.0,,Alive,,,,,,,,
280,Shimotsuki Yasuie,霜月康イエ,Shimotsuki Yasuie,Shimotsuki Yasuie,,Ebisu Town;Hakumai (former),916.0,929.0,,Deceased,71.0,155.0,F,,,April 2nd,,
281,St. Shepherd Ju Peter,シェパード・十（ジュウ）・ピーター聖,Shepādo Jū Pītā Sei,St. Shepherd Ju Peter,,Mary Geoise,151.0,233.0,Five Elders; World Nobles,Alive,,,,,,,,
282,Shimotsuki Kozaburo,霜月コウ三郎,Shimotsuki Kōzaburō,Shimotsuki Kozaburo,,,1060.0,1033.0,Shimotsuki Family,Deceased,,,,,,,,
283,Shimotsuki Kuina,霜月くいな,Shimotsuki Kuina,Shimotsuki Kuina,East Blue (Shimotsuki Village),Shimotsuki Village,2.0,5.0,Shimotsuki Family,Deceased,11.0,150.0,S,,,September 17th,Audrey Cymone,
284,Shimotsuki Koshiro,霜月コウシロウ,Shimotsuki Kōshirō,"Shimotsuki Koshiro;Koushirou (Live-Action, OPCG)",East Blue,,19.0,5.0,Shimotsuki Family,Alive,,184.0,S,,,May 4th,Nathan Castle,
285,Shimotsuki Furiko,霜月フリコ,Shimotsuki Furiko,Shimotsuki Furiko,,,,,,Unknown,,,,,,,,
286,Shiki,Fuwa Fuwa no Mi,Shiki,Shiki,,Merveille,425.0,0.0,Golden Lion Pirates; Rocks Pirates (former); Impel Down (former),Unknown,,,,Float-Float Fruit,Paramecia,March 20th,,Float
287,Shimotsuki Ushimaru,霜月牛マル,Shimotsuki Ushimaru,Shimotsuki Ushimaru,,Wano Country (Ringo),954.0,953.0,,Deceased,,,,,,,,
288,Sheepshead,シープスヘッド,Shīpusuheddo,Sheepshead,Grand Line,,739.0,795.0,Beasts Pirates,Unknown,,293.0,F,Sheep SMILE,Artificial Zoan,June 6th,,
289,Sharingle,Shari Shari no Mi,Sharinguru,Sharingle,,,310.0,428.0,Marines,Alive,,,,Wheel-Wheel Fruit,Paramecia,,,Wheel
290,Shanks,シャンクス,Shankusu,Shanks,West Blue,,4.0,1.0,Red Hair Pirates;Four Emperors;Roger Pirates (former),Alive,,199.0,XF,,,March 9th,Peter Gadiot;Matt Herrington (young),
291,Shandia Chief,シャンディア酋長,Shandia Shūchō,Shandia Chief,Sky Islands (Skypiea),,168.0,275.0,Shandia,Alive,,179.0,X,,,October 4th,,
292,Shimotsuki Ryuma,霜月リューマ,Shimotsuki Ryūma,Shimotsuki Ryuma,Grand Line (Wano Country),Wano Country (prior to death); Thriller Bark (Post-Mortem),342.0,448.0,Thriller Bark Pirates; Wano Country (prior to death); Shimotsuki Family,Deceased,47.0,179.0,XF,,,November 6th,,
293,Shamba,シャンバ,Shanba,Shamba,,,419.0,524.0,Torino Kingdom,Alive,,,,,,November 8th,,
294,Sherry,シェリー,Sherī,Sherry (Viz); Shelly (FUNimation),,,207.0,304.0,Nomads,Alive,,,,,,October 31st,,
295,Sham,シャム,Shamu,SiamSham (WT100),East Blue,,13.0,31.0,Black Cat Pirates,Alive,,201.0,X,,,April 19th,Bianca Oosthuizen,
296,Saint Shalria,シャルリア宮,Sharuria Gū,Saint Shalria,Red Line (Mary Geoise),Mary Geoise,391.0,497.0,World Government,Alive,,178.0,XF,,,March 29th,,
297,Shakuyaku,シャクヤク,Shakuyaku,Shakuyaku,,Sabaody Archipelago,392.0,498.0,Shakky's Rip-off Bar; Kuja; Kuja Pirates (former),Alive,,186.0,X,,,May 8th,,
298,Seto,セト,Seto,Seto,,,187.0,287.0,Shandia,Deceased,,,,,,July 16th ,,
299,Shachi,シャチ,Shachi,Shachi,North Blue,Swallow Island (former),392.0,498.0,Heart Pirates,Unknown,,,X,,,April 7th,,
300,Shaka,正（シャカ）,Shaka,Shaka,,Egghead,1091.0,1062.0,Marines (SSG),Deceased,,,,,,,,
301,Sentomaru,戦桃丸（せんとうまる）,Sentōmaru,Sentomaru,Grand Line,Egghead,401.0,497.0,Marines (former),Alive,,279.0,F,,,March 10th,,
302,Señor Pink,Sui Sui no Mi,Senyōru Pinku,Señor Pink,North Blue,Spider Miles (former); Dressrosa (former),632.0,702.0,Donquixote Pirates,Alive,,244.0,X,Swim-Swim Fruit,Paramecia,June 12th (Lover's Day),,Smooth Swim
303,Sen-no-Rikyuru,千利休留,Sen'norikyūru,Sen-no-Rikyuru,,Wano Country (Flower Capital),1080.0,1053.0,,Alive,,,,,,,,
304,Serizawa,セリザワ,Serizawa,,,,,915.0,,Alive,,,,,,,,
305,Sengoku,"Hito Hito no Mi, Model: Daibutsu",Sengoku,Sengoku,South Blue,,151.0,234.0,Marines (semi-retired),Alive,,278.0,F,Human-Human Fruit,Mythical Zoan,May 9th,,"Human, Great Buddha"
306,Seamars,シーマーズ,Shīmāzu,Seamars,,,,440.0,Space Pirates,Alive,,,,,,,,
307,Seki,セキ,Seki,Seki,,Lulusia Kingdom,884.0,908.0,Levely,Unknown,,,,,,,,
308,Seira,セイラ,Seira,Seira,Grand Line (Ryugu Kingdom; Fish-Man Island),Mermaid Cove (Coral Hill),527.0,608.0,Mermaid Cafe,Alive,,,,,,,,
309,Seagull Ganz Nozudon,シーガル・ガンズ・ノズドン,Shīgaru Ganzu Nozudon,Seagull Ganz Nozudon,,,,0.0,Roger Pirates (former),Unknown,,,,,,,,
310,Sea Boar,海イノシシ,Umi Inoshishi,Sea Boar,,,,191.0,Sea Floor,Alive,,,,,,,,
311,Scotch,スコッチ,Sukotchi,Scotch,,,513.0,595.0,Beasts Pirates,Unknown,,,,,,,,
312,Yeti Cool Brothers,イエティ COOL（クール） BROTHERS（ブラザーズ）,Ieti Kūru Burazāzu,Yeti Cool Brothers,Grand Line,,591.0,665.0,Caesar Clown,Unknown,,4250.0,S (RH-),,,December 11th,,
313,Scratchmen Apoo,Oto Oto no Mi,Sukuratchimen Apū,Scratchmen Apoo,Grand Line,,392.0,498.0,On Air Pirates; Beasts Pirates,Alive,,256.0,XF,Tone-Tone Fruit,Paramecia,March 19th,,Sound
314,Schollzo,ショルゾウ,Shoruzō,Schollzo,,Water 7,231.0,325.0,Franky Family,Alive,,,,,,,,
315,Scopper Gaban,スコッパー・ギャバン,Sukoppā Gyaban,Scopper Gaban,,,,19.0,Roger Pirates (former),Unknown,,,,,,,,
316,Scarlet,スカーレット,Sukāretto,Scarlet,,,650.0,721.0,Riku Family,Deceased,25.0,,,,,October 28th,,
317,Sōsu,ソース,Sōsu,,,Jambalaya Kingdom,884.0,906.0,Levely,Alive,,,,,,,,
318,Satori,サトリ,Satori,Satori,Sky Islands (Birka),,155.0,241.0,God's Army,Unknown,,179.0,S,,,March 10th,,
319,Salou,サルウ,Sarū,Salou (VIZ); Saruu (Funimation),,Mary Geoise,391.0,497.0,Rosward Family,Alive,,,,,,March 28th,,
320,Sarutobi,猿飛,Sarutobi,Sarutobi,Wano Country,"Flower Capital, Wano Country",925.0,931.0,Beasts Pirates; Orochi Oniwabanshu (former),Alive,,378.0,F,,,March 12th,,
321,Sarfunkel,サーファンクル,Sāfankuru,Sarfunkel,,Island of Rare Animals,,620.0,Gaimon,Alive,,,,,,,,
322,Sarquiss,サーキース,Sākīsu,Sarquiss,North Blue,,146.0,222.0,Bellamy Pirates,Unknown,,228.0,F,,,July 12th,,
323,Sally Isntoinette,サリー・ナントカネット,Sarī Nantokanetto,Sally Isntoinette,,Goa Kingdom,777.0,823.0,Goa Kingdom,Alive,,,,,,July 31st,,
324,Sapee,サピー,Sapī,Sapee,East Blue,Loguetown,51.0,98.0,,Alive,,,,,,March 22nd,,
325,Sarahebi,Snake SMILE,Sarahebi,Sarahebi,,,909.0,919.0,Beasts Pirates,Alive,,,,,Artificial Zoan,,,
326,Sanji,サンジ,Sanji,Sanji,North Blue,"Baratie (former);Germa Kingdom (former);Momoiro Island (former, temporary)",20.0,43.0,Straw Hat Pirates;Straw Hat Grand Fleet;Vinsmoke Family (former);Baratie (resigned);Germa Kingdom (defected);Ninja-Pirate-Mink-Samurai Alliance (disbanded),Alive,,177.0,S (RH-),,,March 2nd,Taz Skylar;Christian Convery (young),
327,San Juan Wolf,Deka Deka no Mi,Sanfan Urufu,San Juan Wolf,West Blue,,484.0,575.0,Blackbeard Pirates; Impel Down (former),Alive,,,S,Huge-Huge Fruit,Paramecia,March 2nd,,Huge
328,Sasaki,"Ryu Ryu no Mi, Model: Triceratops",Sasaki,Sasaki,Grand Line,,954.0,977.0,Beasts Pirates (Tobiroppo); Sasaki Pirates (former),Alive,,318.0,XF,Dragon-Dragon Fruit,Ancient Zoan,February 3rd,,"Dragon, Dinosaur"
329,Samurai Batts,サムライ・バッツ,Samurai Battsu,Samurai Batts,Grand Line,,70.0,117.0,,Alive,,,,,,March 8th,,
330,Thanklin,サンクリン,Sankurin,Thanklin,,Kenzan Island,456.0,557.0,Current Unknown; Brook (former); Longarm Tribe's warriors (former),Alive,,,,,,,,
331,Sam,サムさん,Samu-san,Sam,East Blue (Conomi Islands),Cocoyasi Village,43.0,94.0,Easter Egg,Alive,,,,,,October 21st,,
332,Samosa,サモサ,Samosa,,,,889.0,908.0,Levely,Alive,,,,,,,,
333,Sandayu,三ダユー,Sandayū,Sandayu,,Wano Country (Flower Capital),921.0,928.0,Komurasaki,Alive,,,,,,,,
334,Salome,サロメ,Sarome,Salome,,Amazon Lily,409.0,516.0,Kuja,Alive,,,,,,March 6th,,
335,Osaki,お咲,O-Saki,Osaki,,"Ebisu Town, Wano Country",937.0,940.0,,Alive,,,,,,,,
336,Saikoro,さいころ,Saikoro,,,Wano Country (Bakura Town),901.0,915.0,,Unknown,,,,,,,,
337,Sakazuki,Magu Magu no Mi,Sakazuki,Sakazuki,North Blue,,278.0,397.0,Marines,Alive,,306.0,F,Magma-Magma Fruit,Logia,August 16th,,Magma
338,Sadie,サディちゃん,Sadi-chan,Sadie,Grand Line,,432.0,531.0,Impel Down,Alive,,183.0,S,,,March 5th,,
339,Saldeath,サルデス,Sarudesu,Saldeath,Grand Line,,431.0,530.0,Impel Down,Alive,,218.0,F,,,June 8th,,
340,Sai,サイ,Sai,Sai,West Blue (Kano Country),Kano Country,632.0,704.0,Happo Navy; Chinjao Family; Straw Hat Grand Fleet,Alive,,242.0,F,,,August 13th,,
341,Saber,セイバー,Seibā,Saber,,,461.0,552.0,Spade Pirates,Alive,,,,,,,,
342,S-Snake,Mero Mero no Mi (Artificial),Esu-Sunēku,S-Snake,,Egghead,1087.0,1059.0,Seraphim (Pacifista),Alive,,,Green Blood,Love-Love Fruit,Artificial Paramecia,,,Fall in Love
343,Sabo,Mera Mera no Mi,Sabo,Sabo,East Blue (Goa Kingdom),Goa Kingdom (former); Mt. Colubo (former); Baltigo (former); Momoiro Island,494.0,583.0,Revolutionary Army;Dadan Family (former);Goa Kingdom (defected),Alive,,100.0,X,Flame-Flame Fruit,Logia,March 20th,,Sound of fire burning
344,S-Shark,Sui Sui no Mi (Artificial),Esu-Shāku,S-Shark,,Egghead,1094.0,1065.0,Seraphim (Pacifista),Alive,,,Green Blood,Swim-Swim Fruit,Artificial Paramecia,,,Smooth Swim
345,S-Hawk,Supa Supa no Mi (Artifical),Esu-Hōku,S-Hawk,,Egghead,1087.0,1059.0,Seraphim (Pacifista),Alive,,,Green Blood,Dice-Dice Fruit,Artificial Paramecia,,,Sound of slicing
346,S-Bear,Nikyu Nikyu no Mi (Artificial),Esu-Bea,S-Bear,,Egghead,1092.0,1062.0,Seraphim (Pacifista),Alive,,,Green Blood,Paw-Paw Fruit,Artificial Paramecia,,,Paw
347,Ryunosuke,りゅーのすけ,Ryūnosuke,Ryunosuke,,,752.0,803.0,,Deceased,,,,,,,,
348,Ryuboshi,リュウボシ,Ryūboshi,Ryuboshi,Grand Line (Ryugu Kingdom),Ryugu Palace,528.0,609.0,Neptune Family,Alive,,544.0,S,,,June 24th,,
349,Russian,ルシアン,Rushian,Russian,,,715.0,775.0,,Deceased,,,,,,,,
350,Rush,ラッシュ,Rasshu,Rush,,,,558.0,Ally of the Whitebeard Pirates,Alive,,,,,,,,
